Campo;Descripcion
V3A00W;V3A00W-Fuente_de_PF_para_no_usuarios:_CS_otro_sector_privado
V3A07;V3A07-Primera_fuente_para_el_método_actual
V3A08V;V3A08V-Porque_no_usa_un_método:_País_específico
V3A08W;V3A08W-Porque_no_usa_un_método:_País_específico
V413A;V413A-Ayer_durante_el_dìa_o_la_noche_dio_líquido_CS_infantil
V413B;V413B-Ayer_durante_el_dìa_o_la_noche_dio_líquido_CS_infantil
V413C;V413C-Ayer_durante_el_dìa_o_la_noche_dio_líquido_CS_infantil
V413D;V413D-Ayer_durante_el_dìa_o_la_noche_dio_líquido_CS_infantil
V414D;V414D-Ayer_durante_el_dìa_o_la_noche_dio_alimentos_CS_para_niños
V414T;V414T-Ayer_durante_el_dìa_o_la_noche_dio_alimentos_CS_para_niños
V414U;V414U-Ayer_durante_el_dìa_o_la_noche_dio_alimentos_CS_para_niños
V426;V426-Cuando_empezó_a_darle_el_pecho_al_niño
V453;V453-Nivel_de_hemoglobina_(g/dl_-_1_decimal)
V455;V455-Resultado_de_medir_(hemoglobina)
V457;V457-Nivel_de_anemia
V463E;V463E-Fuma_específico_del_país
V463F;V463F-Fuma_específico_del_país
V463G;V463G-Fuma_específico_del_país
V467J;V467J-Cuando_Ud._se_enferma_es_un_gran_problema:_CS
V467K;V467K-Cuando_Ud._se_enferma_es_un_gran_problema:_CS
V467L;V467L-Cuando_Ud._se_enferma_es_un_gran_problema:_CS
V467M;V467M-Cuando_Ud._se_enferma_es_un_gran_problema:_CS
V471D;V471D-La_madre_tenía_líquido_CS
V471E;V471E-La_madre_tenía_líquido_CS
V471F;V471F-La_madre_tenía_líquido_CS
V471G;V471G-La_madre_tenía_líquido_CS
V472A;V472A-La_madre_tenía_alimentos_CS
V472B;V472B-La_madre_tenía_alimentos_CS
V472C;V472C-La_madre_tenía_alimentos_CS
V472D;V472D-La_madre_tenía_alimentos_CS
V472T;V472T-La_madre_tenía_alimentos_CS
V472U;V472U-La_madre_tenía_alimentos_CS
V474G;V474G-La_tuberculosis_es_transmitida_de_una_persona_a_otra:_CS
V474H;V474H-La_tuberculosis_es_transmitida_de_una_persona_a_otra:_CS
V474I;V474I-La_tuberculosis_es_transmitida_de_una_persona_a_otra:_CS
V474J;V474J-La_tuberculosis_es_transmitida_de_una_persona_a_otra:_CS
V537;V537-Meses_de_abstinencia
V633E;V633E-Razón_para_no_tener_relaciones_sexuales:_CS
V633F;V633F-Razón_para_no_tener_relaciones_sexuales:_CS
V633G;V633G-Razón_para_no_tener_relaciones_sexuales:_CS
V729;V729-Nivel_educativo_del_esposo/compañero
V750;V750-Ha_oído_hablar_de_la_infección_por_VIH
V751;V751-Ha_oído_hablar_de_una_enfermedad_llamada_SIDA
V756;V756-Es_posible_que_una_persona_que_parece_saludable_este_infectada_con_el_virus_que_causa_el_SIDA_(VIH)
V762BG;V762BG-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_público
V762BH;V762BH-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_público
V762BI;V762BI-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_público
V762BP;V762BP-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_privado
V762BQ;V762BQ-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_privado
V762BR;V762BR-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS_privado
V762BV;V762BV-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS
V762BW;V762BW-Lugar_donde_se_puede_conseguir_Condónes_femeninos:_CS
V763D;V763D-Los_últimos_12_meses_tuvieron_ETS
V763E;V763E-Los_últimos_12_meses_tuvieron_ETS
V763F;V763F-Los_últimos_12_meses_tuvieron_ETS
V763G;V763G-Los_últimos_12_meses_tuvieron_ETS
V770E;V770E-Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Clínica_móvil
V770F;V770F-Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Trabajador_de_campo
V770N;V770N-Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Clínica_móvil
V770O;V770O-Lugar_en_el_que_solicita_el_asesoramiento_o_el_tratamiento:_Trabajador_de_campo
V784E;V784E-Lugar_para_la_prueba_del_SIDA:_Clínica_móvil
V784N;V784N-Lugar_para_la_prueba_del_SIDA:_Clínica_móvil
H3Y;Vacuna_DPT_1ra._dosis_año
H3D;Vacuna_DPT_1ra._dosis_día
H3M;Vacuna_DPT_1ra._dosis_mes
H5Y;Vacuna_DPT_2da._dosis_año
H5D;Vacuna_DPT_2da._dosis_día
H5M;Vacuna_DPT_2da._dosis_mes
H7Y;Vacuna_DPT_3ra._dosis_año
H7D;Vacuna_DPT_3ra._dosis_día
H7M;Vacuna_DPT_3ra._dosis_mes
H7;Vacuna_DPT_Recibió_3
H0Y;Vacuna_POLIO_0_año
H0D;Vacuna_POLIO_0_día
H0M;Vacuna_POLIO_0_mes
H4Y;Vacuna_POLIO_1ra._dosis_año
H4D;Vacuna_POLIO_1ra._dosis_día
H4M;Vacuna_POLIO_1ra._dosis_mes
H6Y;Vacuna_POLIO_2da._dosis_año
H6D;Vacuna_POLIO_2da._dosis_día
H6M;Vacuna_POLIO_2da._dosis_mes
H8Y;Vacuna_POLIO_3ra._dosis_año
H8D;Vacuna_POLIO_3ra._dosis_día
H8M;Vacuna_POLIO_3ra._dosis_mes
H9Y;Vacuna_SARAMPIÓN_año
H9D;Vacuna_SARAMPIÓN_día
H9M;Vacuna_SARAMPIÓN_mes
H36A;Vacunado_durante_la_Campaña_A
H36B;Vacunado_durante_la_Campaña_B
H36C;Vacunado_durante_la_Campaña_C
H36D;Vacunado_durante_la_Campaña_D
H36E;Vacunado_durante_la_Campaña_E
H36F;Vacunado_durante_la_Campaña_F
V408;Veces_que_amamanta_durante_el_día
V407;Veces_que_amamanta_durante_la_noche
D117A;Veces_que_fue_golpeada_por_personas_distintas_de_la_pareja_en_los_últimos_12_meses
H45;Veces_que_le_dieron_zinc
SH76E;Ventanas_con_cortinas/persianas
SH76B;Ventanas_con_cristal
SH76D;Ventanas_con_malla
SH76C;Ventanas_de_madera
SHVER;Versión_del_cuestionario
M14;Visitas_prenatales_por_embarazo
SH225U;Visualización_de_la_bolsa_de_sal
S45VA3Y;Vitamina_A_3_año
S45VA3D;Vitamina_A_3_día
S45VA3M;Vitamina_A_3_mes
H34;Vitamina_A_en_los_últimos_6_meses
H33Y;Vitamina_A1_año
H33D;Vitamina_A1_día
H33M;Vitamina_A1_mes
H40Y;Vitamina_A2_año
H40M;Vitamina_A2_mes
QI478A;Vive_con_la_madre_y_no_tiene_discapacidad
QH25B;Vive_permanentemente_en_el_Perú
HV002;Vivienda
QHNUMBER;Vivienda_seleccionada
